"PROBABILITY CURVES FOR RASCH_RST_EXAMPLE Nov 23 2024 10:48"
"ITEM","MEASURE","SCORE","INFORMATION",0,1,2,3,4,5,6
1,-4.520000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.510000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.500000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.490000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.480000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.470000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.460000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.450000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.440000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.430000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.420000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.410000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.400000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.390000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.380000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.370000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.360000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.350000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.340000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.330000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.320000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.310000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.300000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.290000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.280000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.270000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.260000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.250000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.240000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.230000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.220000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.210000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.200000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.190000,.01,.01,.99,.01,.00,.00,.00,.00,.00
1,-4.180000,.02,.01,.98,.02,.00,.00,.00,.00,.00
1,-4.170000,.02,.01,.98,.02,.00,.00,.00,.00,.00
1,-4.160000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.150000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.140000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.130000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.120000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.110000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.100000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.090000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.080000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.070000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.060000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.050000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.040000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.030000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.020000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.010000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-4.000000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.990000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.980000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.970000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.960000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.950000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.940000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.930000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.920000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.910000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.900000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.890000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.880000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.870000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.860000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.850000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.840000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.830000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.820000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.810000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.800000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.790000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.780000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.770000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.760000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.750000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.740000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.730000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.720000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.710000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.700000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.690000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.680000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.670000,.02,.02,.98,.02,.00,.00,.00,.00,.00
1,-3.660000,.03,.02,.97,.03,.00,.00,.00,.00,.00
1,-3.650000,.03,.02,.97,.03,.00,.00,.00,.00,.00
1,-3.640000,.03,.02,.97,.03,.00,.00,.00,.00,.00
1,-3.630000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.620000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.610000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.600000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.590000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.580000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.570000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.560000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.550000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.540000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.530000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.520000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.510000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.500000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.490000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.480000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.470000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.460000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.450000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.440000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.430000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.420000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.410000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.400000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.390000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.380000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.370000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.360000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.350000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.340000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.330000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.320000,.03,.03,.97,.03,.00,.00,.00,.00,.00
1,-3.310000,.04,.03,.96,.04,.00,.00,.00,.00,.00
1,-3.300000,.04,.03,.96,.04,.00,.00,.00,.00,.00
1,-3.290000,.04,.03,.96,.04,.00,.00,.00,.00,.00
1,-3.280000,.04,.03,.96,.04,.00,.00,.00,.00,.00
1,-3.270000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.260000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.250000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.240000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.230000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.220000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.210000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.200000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.190000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.180000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.170000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.160000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.150000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.140000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.130000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.120000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.110000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.100000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.090000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.080000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.070000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.060000,.04,.04,.96,.04,.00,.00,.00,.00,.00
1,-3.050000,.05,.04,.95,.05,.00,.00,.00,.00,.00
1,-3.040000,.05,.04,.95,.05,.00,.00,.00,.00,.00
1,-3.030000,.05,.04,.95,.05,.00,.00,.00,.00,.00
1,-3.020000,.05,.04,.95,.05,.00,.00,.00,.00,.00
1,-3.010000,.05,.04,.95,.05,.00,.00,.00,.00,.00
1,-3.000000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.990000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.980000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.970000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.960000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.950000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.940000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.930000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.920000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.910000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.900000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.890000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.880000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.870000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.860000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.850000,.05,.05,.95,.05,.00,.00,.00,.00,.00
1,-2.840000,.06,.05,.94,.06,.00,.00,.00,.00,.00
1,-2.830000,.06,.05,.94,.06,.00,.00,.00,.00,.00
1,-2.820000,.06,.05,.94,.06,.00,.00,.00,.00,.00
1,-2.810000,.06,.05,.94,.06,.00,.00,.00,.00,.00
1,-2.800000,.06,.05,.94,.06,.00,.00,.00,.00,.00
1,-2.790000,.06,.05,.94,.06,.00,.00,.00,.00,.00
1,-2.780000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.770000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.760000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.750000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.740000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.730000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.720000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.710000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.700000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.690000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.680000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.670000,.06,.06,.94,.06,.00,.00,.00,.00,.00
1,-2.660000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.650000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.640000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.630000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.620000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.610000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.600000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.590000,.07,.06,.93,.07,.00,.00,.00,.00,.00
1,-2.580000,.07,.07,.93,.07,.00,.00,.00,.00,.00
1,-2.570000,.07,.07,.93,.07,.00,.00,.00,.00,.00
1,-2.560000,.07,.07,.93,.07,.00,.00,.00,.00,.00
1,-2.550000,.07,.07,.93,.07,.00,.00,.00,.00,.00
1,-2.540000,.07,.07,.93,.07,.00,.00,.00,.00,.00
1,-2.530000,.07,.07,.93,.07,.00,.00,.00,.00,.00
1,-2.520000,.07,.07,.93,.07,.00,.00,.00,.00,.00
1,-2.510000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.500000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.490000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.480000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.470000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.460000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.450000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.440000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.430000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.420000,.08,.07,.92,.08,.00,.00,.00,.00,.00
1,-2.410000,.08,.08,.92,.08,.00,.00,.00,.00,.00
1,-2.400000,.08,.08,.92,.08,.00,.00,.00,.00,.00
1,-2.390000,.08,.08,.92,.08,.00,.00,.00,.00,.00
1,-2.380000,.08,.08,.92,.08,.00,.00,.00,.00,.00
1,-2.370000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.360000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.350000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.340000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.330000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.320000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.310000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.300000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.290000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.280000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.270000,.09,.08,.91,.09,.00,.00,.00,.00,.00
1,-2.260000,.09,.09,.91,.09,.00,.00,.00,.00,.00
1,-2.250000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.240000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.230000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.220000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.210000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.200000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.190000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.180000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.170000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.160000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.150000,.10,.09,.90,.10,.00,.00,.00,.00,.00
1,-2.140000,.11,.09,.89,.11,.00,.00,.00,.00,.00
1,-2.130000,.11,.09,.89,.11,.00,.00,.00,.00,.00
1,-2.120000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.110000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.100000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.090000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.080000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.070000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.060000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.050000,.11,.10,.89,.11,.00,.00,.00,.00,.00
1,-2.040000,.12,.10,.88,.12,.00,.00,.00,.00,.00
1,-2.030000,.12,.10,.88,.12,.00,.00,.00,.00,.00
1,-2.020000,.12,.10,.88,.12,.00,.00,.00,.00,.00
1,-2.010000,.12,.10,.88,.12,.00,.00,.00,.00,.00
1,-2.000000,.12,.10,.88,.12,.00,.00,.00,.00,.00
1,-1.990000,.12,.11,.88,.12,.00,.00,.00,.00,.00
1,-1.980000,.12,.11,.88,.12,.00,.00,.00,.00,.00
1,-1.970000,.12,.11,.88,.12,.00,.00,.00,.00,.00
1,-1.960000,.12,.11,.88,.12,.00,.00,.00,.00,.00
1,-1.950000,.12,.11,.88,.12,.00,.00,.00,.00,.00
1,-1.940000,.13,.11,.87,.13,.00,.00,.00,.00,.00
1,-1.930000,.13,.11,.87,.13,.00,.00,.00,.00,.00
1,-1.920000,.13,.11,.87,.13,.00,.00,.00,.00,.00
1,-1.910000,.13,.11,.87,.13,.00,.00,.00,.00,.00
1,-1.900000,.13,.11,.87,.13,.00,.00,.00,.00,.00
1,-1.890000,.13,.11,.87,.13,.00,.00,.00,.00,.00
1,-1.880000,.13,.11,.87,.13,.00,.00,.00,.00,.00
1,-1.870000,.13,.12,.87,.13,.00,.00,.00,.00,.00
1,-1.860000,.13,.12,.87,.13,.00,.00,.00,.00,.00
1,-1.850000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.840000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.830000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.820000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.810000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.800000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.790000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.780000,.14,.12,.86,.14,.00,.00,.00,.00,.00
1,-1.770000,.15,.12,.85,.15,.00,.00,.00,.00,.00
1,-1.760000,.15,.13,.85,.15,.00,.00,.00,.00,.00
1,-1.750000,.15,.13,.85,.15,.00,.00,.00,.00,.00
1,-1.740000,.15,.13,.85,.15,.00,.00,.00,.00,.00
1,-1.730000,.15,.13,.85,.15,.00,.00,.00,.00,.00
1,-1.720000,.15,.13,.85,.15,.00,.00,.00,.00,.00
1,-1.710000,.15,.13,.85,.15,.00,.00,.00,.00,.00
1,-1.700000,.15,.13,.85,.15,.00,.00,.00,.00,.00
1,-1.690000,.16,.13,.84,.16,.00,.00,.00,.00,.00
1,-1.680000,.16,.13,.84,.16,.00,.00,.00,.00,.00
1,-1.670000,.16,.13,.84,.16,.00,.00,.00,.00,.00
1,-1.660000,.16,.13,.84,.16,.00,.00,.00,.00,.00
1,-1.650000,.16,.14,.84,.16,.00,.00,.00,.00,.00
1,-1.640000,.16,.14,.84,.16,.00,.00,.00,.00,.00
1,-1.630000,.16,.14,.84,.16,.00,.00,.00,.00,.00
1,-1.620000,.17,.14,.83,.17,.00,.00,.00,.00,.00
1,-1.610000,.17,.14,.83,.17,.00,.00,.00,.00,.00
1,-1.600000,.17,.14,.83,.17,.00,.00,.00,.00,.00
1,-1.590000,.17,.14,.83,.17,.00,.00,.00,.00,.00
1,-1.580000,.17,.14,.83,.17,.00,.00,.00,.00,.00
1,-1.570000,.17,.14,.83,.17,.00,.00,.00,.00,.00
1,-1.560000,.17,.14,.83,.17,.00,.00,.00,.00,.00
1,-1.550000,.18,.14,.82,.18,.00,.00,.00,.00,.00
1,-1.540000,.18,.15,.82,.18,.00,.00,.00,.00,.00
1,-1.530000,.18,.15,.82,.18,.00,.00,.00,.00,.00
1,-1.520000,.18,.15,.82,.18,.00,.00,.00,.00,.00
1,-1.510000,.18,.15,.82,.18,.00,.00,.00,.00,.00
1,-1.500000,.18,.15,.82,.18,.00,.00,.00,.00,.00
1,-1.490000,.18,.15,.82,.18,.00,.00,.00,.00,.00
1,-1.480000,.19,.15,.81,.19,.00,.00,.00,.00,.00
1,-1.470000,.19,.15,.81,.19,.00,.00,.00,.00,.00
1,-1.460000,.19,.15,.81,.19,.00,.00,.00,.00,.00
1,-1.450000,.19,.15,.81,.19,.00,.00,.00,.00,.00
1,-1.440000,.19,.15,.81,.19,.00,.00,.00,.00,.00
1,-1.430000,.19,.16,.81,.19,.00,.00,.00,.00,.00
1,-1.420000,.19,.16,.81,.19,.00,.00,.00,.00,.00
1,-1.410000,.20,.16,.80,.20,.00,.00,.00,.00,.00
1,-1.400000,.20,.16,.80,.20,.00,.00,.00,.00,.00
1,-1.390000,.20,.16,.80,.20,.00,.00,.00,.00,.00
1,-1.380000,.20,.16,.80,.20,.00,.00,.00,.00,.00
1,-1.370000,.20,.16,.80,.20,.00,.00,.00,.00,.00
1,-1.360000,.20,.16,.80,.20,.00,.00,.00,.00,.00
1,-1.350000,.21,.16,.79,.21,.00,.00,.00,.00,.00
1,-1.340000,.21,.16,.79,.21,.00,.00,.00,.00,.00
1,-1.330000,.21,.17,.79,.21,.00,.00,.00,.00,.00
1,-1.320000,.21,.17,.79,.21,.00,.00,.00,.00,.00
1,-1.310000,.21,.17,.79,.21,.00,.00,.00,.00,.00
1,-1.300000,.21,.17,.79,.21,.00,.00,.00,.00,.00
1,-1.290000,.22,.17,.78,.22,.00,.00,.00,.00,.00
1,-1.280000,.22,.17,.78,.22,.00,.00,.00,.00,.00
1,-1.270000,.22,.17,.78,.22,.00,.00,.00,.00,.00
1,-1.260000,.22,.17,.78,.22,.00,.00,.00,.00,.00
1,-1.250000,.22,.17,.78,.22,.00,.00,.00,.00,.00
1,-1.240000,.22,.17,.78,.22,.00,.00,.00,.00,.00
1,-1.230000,.23,.18,.77,.23,.00,.00,.00,.00,.00
1,-1.220000,.23,.18,.77,.23,.00,.00,.00,.00,.00
1,-1.210000,.23,.18,.77,.23,.00,.00,.00,.00,.00
1,-1.200000,.23,.18,.77,.23,.00,.00,.00,.00,.00
1,-1.190000,.23,.18,.77,.23,.00,.00,.00,.00,.00
1,-1.180000,.24,.18,.76,.24,.00,.00,.00,.00,.00
1,-1.170000,.24,.18,.76,.24,.00,.00,.00,.00,.00
1,-1.160000,.24,.18,.76,.24,.00,.00,.00,.00,.00
1,-1.150000,.24,.18,.76,.24,.00,.00,.00,.00,.00
1,-1.140000,.24,.18,.76,.24,.00,.00,.00,.00,.00
1,-1.130000,.24,.18,.76,.24,.00,.00,.00,.00,.00
1,-1.120000,.25,.19,.75,.25,.00,.00,.00,.00,.00
1,-1.110000,.25,.19,.75,.25,.00,.00,.00,.00,.00
1,-1.100000,.25,.19,.75,.25,.00,.00,.00,.00,.00
1,-1.090000,.25,.19,.75,.25,.00,.00,.00,.00,.00
1,-1.080000,.25,.19,.75,.25,.00,.00,.00,.00,.00
1,-1.070000,.26,.19,.74,.26,.00,.00,.00,.00,.00
1,-1.060000,.26,.19,.74,.26,.00,.00,.00,.00,.00
